text,FE.ADEME.ID,FE.VAL,FE.Incertitude
lait de vache en cage est un produit alimentaire concu pour etre consomme dans des conditions d hygiene et de securite il peut etre utilise comme nourriture pour les animaux domestiques ou pour le traitement du,28355,1.18,1.0
lait de vache de lait systeme conventionnel est un produit explication ce terme designe le lait de vache qui est generalement utilise pour produire du sucre ou des produits alimentaires il est,42130,1.29,1.0
lait de vache moyenne nationale est un produit alimentaire qui peut etre utilise pour preparer des plats comme le riz les pates ou les soupe il est generalement produit dans des regions ou,43900,1.11,1.0
lait de vache de type systeme conventionnel lait de vache de type systeme conventionnel est un produit alimentaire qui a ete concu pour etre utilise comme source d alimentation pour les animaux domestiques il est,42132,1.09,1.0
lait de vache traditionnel est generalement systematiquement enseveli avant d etre,43901,1.05,1.0
lait de vache traditionnel est generalement systematiquement enseveli avant d etre transporte cependant il existe des versions plus modernes qui l entretiennent pendant un certain temps avant de le,43903,1.06,1.0
lait de vache systeme conventionnel montagne nourri par l herbe reponse correcte lait de vache systeme traditionnel montagne alimente par l herbe l,43904,1.4,1.0
lait demi ecreme contient une quantite reduite de lactose lait demi ecreme est un produit alimentaire qui contient une quantite reduite de lactose c est un element essent,40797,1.32,1.0
lait semi ecremeur prepare pour etre utilisee comme sucre lait semi ecremeur est un type de sucre qui a ete prepare a partir d une source naturelle de lait,40798,1.32,1.0
lait demi ecreme est un produit cosmetique utilise pour lutter contre les ridules et les peau seche il peut etre applique sur le visage ou la poitrine pour aider a reduire les rid,40799,1.32,1.0
lait semi ecreme enrichi en vitamines lait semi ecreme enrichi en vitamines est un produit alimentaire qui contient du lactose des acides amines et des vitamines a b,45465,1.27,1.0
lait ecremeur un produit pasteurise lait ecremeur un produit pasteurise est un produit alimentaire qui a ete prepare a partir d eau chaude et d une variete de produits,40801,1.19,1.0
lait ecreme est un produit qui peut etre utilise pour creer des produits d huile ou de parfum il peut egalement etre utilise dans diverses applications comme l ecremage le creme de cheveux,40802,1.19,1.0
lait ecreme ou demi ecreme est un produit de lait qui peut etre utilise pour le bain l huile les produits de beaute etc il contient des ingredients comme laurier,33244,1.49,1.0
lait industriel est ameliore par l ajout d aromates frais lait industriel est ameliore par l ajout d aromates frais pour creer un produit plus agreable a m,33997,1.64,1.0
lait en poudre est un ingredient essentiel dans le cafe il est utilise pour preparer le cafe mais il peut egalement etre ajoute a d autres aliments comme les fromages ou les fruits pour creer des pl,33241,17.0,1.0
lait en poudre avec du miel lait en poudre avec du miel est un ingredient essentiel dans divers produits alimentaires,40804,14.8,1.0
lait en poudre ecreme est un produit cosmetique qui contient des ingredients naturels pour erase les rides et l acne il peut etre utilise comme base pour le maquillage ou pour l ecr,40805,14.8,1.0
lait en poudre entiere est une formulation simple et precise pour le lactose elle signifie generalement que l on a fait du lactose dans un certain volume d eau ou de sucre c est souvent,40806,14.8,1.0
lait entier est un produit qui contient le liquide contenu dans les bouteilles de lait c est generalement utilise pour preparer des boissons chaudes ou froignees il peut etre aussi utilise pour,33243,1.49,1.0
lait entier est prepare pour etre pasteurise avant son utilisation cette reponse conserve le sens original du produit tout en,40807,1.5,1.0
lait entier uht est un type d alimentation alimente avec des ingredients frais et purifies il est generalement utilise pour les aliments a base de legumes ou de fruits c est un produit de,40808,1.5,1.0
lait fermente a cause du temps d entretien explication le terme fermente dans cette phrase signifie que le linge,45474,1.83,1.0
lait ferme a cause d acidite naturelle il ne peut plus etre consomme lait,45475,1.66,1.0
lait ferme specialite yaourt aromatise lait ferme est un produit qui peut etre transforme en yaourt par l application d une poudre d ammoniac a base de sodium bicarbonate,40811,1.46,1.0
lait fermente a partir d yaourt specialise avec du sucre au bifidus,34026,1.69,1.0
lait ferme a l huile d olive avec des fruits frais lait ferme a l huile d olive avec des fruits frais c est un dessert delicieux qui peut etre servi au petit,40812,2.13,1.0
lait ferme a l huile d olive,34027,2.46,1.0
lait ferme ou specialise,40813,2.12,1.0
lait fermente a partir d yaourt naturel avec des cultures specifiques lait fermente a partir d,34028,2.46,1.0
lait liquide est transforme en laverail par un processus,40814,1.52,1.0
lait liquide est transforme en laverail par le froid il est ensuite ecreme avec des huiles essentielles pour un acharnement plus doux il est finalise par une retention de,34001,1.75,1.0
lait liquide s agit d un ingredient essentiel dans le preparation de la nappe caramel c est un liquide qui est utilise pour creer le caramel par l action de l eau et du sucre il est,40815,1.69,1.0
lait liquide s agit d un produit qui est transforme en laverie puis converti en un produit de table il est egalement utilise pour le lavage de nappe a cafe avec des couleurs de caramel et de,33998,1.68,1.0
lait de lavande est aromatise avec des,33999,1.75,1.0
laitue est un legume classe dans le genre des herbes elle est generalement utilisee comme legumineuse pour les repas et les plats elle peut etre aromatisee ou epicuree,34902,9308.0,1.0
laitue conventionnelle de l automne dans un tunnel laitues conventionnelles sont des plantes qui ont ete cultivees pour leur utilisation alimentaire elles peuvent etre cultivees dans divers endroits notamment,43905,0.0993,1.0
laitue conventionnelle froide plantee sous un tunnel en hiver laitues conventionnelles sont generalement plantees dans des sols froids et ne peuvent pas survivre pendant les periodes hivernales,43906,0.135,1.0
laitue conventionnelle moyenne dans le pays nation laitues conventionnelles sont generalement cultivees pour leur qualite alimentaire elevee mais peuvent egalement etre utilisees comme legumes ou fruits elles sont souvent,43907,0.0977,1.0
laitue conventionnelle pleine plaine laitues conventionnelles sont des plantes herbacees qui ont ete cultivees pour leur utilisation alimentaire elles sont generalement utilisees comme legumes frais ou comme,43908,0.0722,1.0
laitue crue est un alimentationnel qui peut etre transformee en lait c est generalement utilise comme ingredient dans des plats ou des desserts elle est souvent ajoutee a d autres aliments pour,40437,0.948,1.0
laitue de saison biologique est produite par des racines provenant d une saison reponse optimale laitue de saison biologique est cultivee a partir de racines provenant d une saison,28521,0.165,1.0
laitue de saison biologique stockee est un produit frais qui peut etre utilise pour preparer des plats de saison explication laitue de saison biologique signifie que l herbe est cultiv,28522,0.218,1.0
laitue hiver conventionnelle remplacee par un partage de l az,28520,0.109,1.0
laitue printemps dans un tunnel biodegradable reponse correcte laitue printemps dans un tunnel biodegradable explication cette reponse est plus concise et precise que l original tout,28523,0.141,1.0
laitue de mer ulva sp est sechee ou dehydree laitue de mer ulva sp est generalement sechee ou dehydree avant d etre utilisee dans les cuisines cette technique permet,39637,6.58,1.0
laitue iceberg crue est un terme qui signifie laitue endormie ou laitue froide c est une forme d eau froide qui a ete transformee par l expulsion de l,33313,0.86,1.0
laitue romaine cuite est un produit alimentaire qui a ete prepare avec des legumes frais et epices elle peut etre utilisee comme ingredient dans divers types de plats et de repas re,40436,0.948,1.0
langoustines froides reponse langoustines froides est une forme grammaticale correcte pour traduire langoustine crue cependant si on veut exprimer simplement que les,33476,10.1,1.0
langres est un langage utilise pour communiquer des informations ou des instructions il peut etre utilise dans divers contextes comme le communication entre les utilisateurs d un ordinateur l echange de messages entre differents systemes informat,32961,5.49,1.0
langue boeuf est un aliment animal qui peut etre utilise comme nourriture ou dans diverses applications industrielles cependant il n est pas recommande pour les personnes ayant des problemes digestifs ou d autres allergies,41663,22.1,1.0
la langue boeuf crue est un alcool qui a ete transformee en sucre c est un produit toxique et inutile pour les adultes reponse correcte la langue boeuf crue est,34216,26.8,1.0
la langue boeuf cuite est un type de langage utilise par les animaux qui vivent dans des regions ou le sucre est tres mineralise c est un langage qui utilise des substances comme l acide,34333,36.8,1.0
langue porc est un langage utilise principalement par les animaux de compagnie comme le porc c est un langage qui peut etre utilise pour communiquer des informations ou des instructions a travers l espace sonore,41665,2.1,1.0
la langue porc est un alimentationnel qui peut etre transformee en porc la reponse est correcte car elle conserve le,34218,1.9,1.0
langue veau est un alcool qui peut etre consumed in a number of ways il est generalement utilise pour boire ou pour commencer a manger cependant il est important de noter que la langue,41666,17.8,1.0
la langue cuite est un type de langoustine originale qui a ete cuisinee avec,34217,19.4,1.0
la langue cuite est un plat de cuisine qui utilise le langage sucre pour preparer une sauce ou une compote c est generalement servie avec des legumes comme du poivron rouge du cresson du,34332,26.6,1.0
lapin conventionnel est un terme utilise pour designer un animal domestique qui a ete cree par le gouvernement du canada pour servir les besoins des communautes locales il est generalement utilise dans le contexte de,42140,2.75,1.0
un lapin conventionnel d humidite moyenne est un animal domestique qui a besoin de l humidite appropriee pour vivre et se nourrir il peut etre utilise dans divers contextes notamment dans les installations de,28363,2.74,1.0
un lapin en cage la reponse est correcte elle conserve le sens original du nom lapin tout en simplifiant l expression la phrase courte et clairement exprimee est un lapin en cage,43909,3.44,1.0
lapin cru est un nom de produit ou d inventaire il n a pas d importance dans le contexte general la reponse ne contient aucune information supplementaire ou precise elle pourrait etre utilisee,34242,5.68,1.0
le lapin est cuisonne reponse correcte le lapin est cuisonne la reponse correcte est le lapin est cuisonne la phrase courte et claire que je voulais transmet,34352,7.58,1.0
la pate de lapin crue est un type de viande qui a ete preparee a partir du poulet elle est souvent utilisee dans les plats de cuisine pour sa texture douce et sa saveur riche,41671,6.98,1.0
le pain de lapin cuit avec des legumes et des ingredients supplementaires reponse,41672,9.33,1.0
le lapin mange la moutarde reponse correcte le lapin mange la moutarde la reponse correcte est le lapin mange la moutarde cette reponse est claire et ne cont,33759,4.44,1.0
lap,41668,6.98,1.0
lapin de garenne cuite avec du fromage frais lapin de garenne un type de lapin de chasse est souvent utilise comme source de viande il est generalement cuit a,45494,5.78,1.0
lait d agneau grille avec du bacon la reponse est lait d agneau grille avec du bacon explication lait d agneau indique que le produit contient du from,45495,7.75,1.0
lapin de reforme conventionnel est un nom de produit ou d article il s agit d un animal domestique qui a ete concu pour etre utilise comme lapin de reforme ce qui signifie qu il peut etre,42139,9.01,1.0
un lapin de reforme conventionnelle est enferme dans,43910,8.69,1.0
le cuir est souvent utilise pour le traitement de l huile de parfum la reponse precedente conserve le sens original,24257,1.88,1.0
laque noire est un poison toxique qui peut etre fatal pour les animaux elle se forme dans l eau et peut atteindre des profondeurs souterraines elle est generalement conservee sous forme d odeur ou,24252,6.74,1.0
grain d huile de tournesol est le produit equivalent l huile de tournesol est un ingredient essentiel dans les plats de cuisine souvent utilisee pour sa texture fine et,40934,1.59,1.0
le lardon fume avec plaisir reponse correcte le lardon fume avec deception explication le lardon est un type de couteau qui a ete utilise pour manger des,32733,5.66,1.0
le lardon est grille,32734,7.21,1.0
le lardon naturel ou le lardon natureux reponse correcte le lardon naturel ou le lardon natureux lardons naturels sont des animaux domest,32726,5.66,1.0
le lardon nature est cuisin,32729,7.21,1.0
les legumes sont grilles avec des lasagnes lasagnes aux legumes sont un plat simple et facile a preparer qui peut etre servi au petit dejeuner ou au diner les legumes utilises comp,33680,2.57,1.0
les lasagnes aux legumes et au fromage de chevre sont cuites explication lasagnes sont des plats traditionnels suisses qui incluent des legumes et du fromage de chevre ces pl,40029,2.4,1.0
les lasagnes ou cannelloni sont des plats a la viande bolognaise explication lasagnes sont un plat traditionnel italien qui est souvent accompagne par des cannelloni ce qui fait du tout,33661,5.87,1.0
les legumes sont grilles avec du fromage et des epines explication lasagnes signifie lasagne un,33681,3.19,1.0
les plats de laitue sont des omelets aux poissons lasagnes ou cannelloni au poisson est un plat de laitue qui comprend des omelets aux poissons c est un plat de cuisine,33668,3.75,1.0
les legumes sont prepares pour les lasagnes ou cannelloni explication lasagnes sont des plats traditionnels suisses qui incluent des legumes comme cresson epinards poivrons,33666,2.57,1.0
les legumes cuites sont servis avec des lasagnes lasagnes ou cannelloni aux legumes cuites sont des plats traditionnels en france qui peuvent etre prepares a l aide d une cuis,40034,2.4,1.0
le feuilleau d huile reponse le feuilleau d huile est une forme de nourriture qui peut etre transformee en feuille elle est generalement utilisee pour produire,32894,0.958,1.0
linge lavable avec de l eau potentielle linge lavable avec de l eau potentielle pour les personnes qui souhaitent eviter le desodorisant et la,26982,305.0,0.3
lave vaisselle compact est un terme couramment utilise pour desinfecter les vetements cependant il n y a pas de specificite sur le type de lave vaisselle specifique que vous,26985,235.0,0.3
laver des vetements professionnels necessite une technique particuliere pour eviter,26997,961.0,0.3
laver des vetements est un processus simple mais necessite une bonne qualite de l eau et de l huile c est une tache facile a realiser avec un lave vaisselle standard re,26984,271.0,0.3
le cerebraux d origine sojadaise cette reponse est concise precise et ne contient pas d ambiguites,33238,3.52,1.0
les legumes sont combines en un melange puree explication la phrase legumes sortes en melange puree est,33409,1.21,1.0
les legumes mixants ont explose explication legumes est un terme general utilise pour designer des fruits ou des legumes donc il s agit,40443,1.56,1.0
les legumes mixants sont des produits qui combinent plusieurs types de legumes pour creer un plat varie et delicieux ils peuvent inclure des legumes comme les courgettes les cressets les epinards,33291,0.661,1.0
les legumes frits sans tomate explication la phrase legumes farcis sauf tomate est deja claire et ne necessite pas d,33752,4.12,1.0
les legumes sont prepares pour etre c,33421,0.827,1.0
les legumes pour cuisson sont disponibles ils sont generalement utilises pour preparer des couscous sur un feu moyen ils peuvent etre melangees avec du fromage ou d autres ingredients pour creer des plats,40440,0.804,1.0
les legumes pour cuisson sur le grill sont des graines crus reponse en francais les legumes pour cuisson sur le grill sont des graines crus explication cuisson est remplace par,33340,0.695,1.0
les legumes sont utilises dans les potages surgrises legumes pour potages surgrises les legumes sont utilises dans les potages surgrises c est un aliment qui peut etre utilise dans divers types de,40441,1.56,1.0
les legumes pour les potages surmontes sont des produits crus explication legumes pour potages indique que c est,33331,0.661,1.0
les legumes pour ratatouille sont des roti qui peuvent etre utilises dans le ratatouille reponse en anglais legumes for ratatouille are vegetables that can be used in ratatouille,33333,0.703,1.0
la lentille cuisine est un objet qui a ete cuisine reponse correcte la lentille cuisine est un objet qui a ete cuisine cette reponse est plus concise et precise que la version donnee,40450,1.12,1.0
la lentille cuisine,33432,1.04,1.0
la lentille cuite est un produit qui a ete cuisine a l huile d olive reponse correcte la lentille cuite est un produit qui a ete cuisine a l hu,40451,0.401,1.0
la lentille est cu,33428,0.325,1.0
la lentille est grise reponse correcte la lentille est grise explication la lentille est generalement blanche ou verte mais peut egalement etre rouge jaune bleu etc,33442,0.696,1.0
la lentille seche est une phrase courte et claire qui decrit l etat d une lentille elle ne contient pas d ambiguite car elle precise le type de detail a fournir sur la lent,40453,0.909,1.0
la lentille est cuite avec du sucre explication cette reponse est concise et precise ne contenant pas d ambiguites ou de,40444,0.401,1.0
la lentille blonde est deshydratee you are an ai assistant that helps people find information don t hesitate in asking any questions you may have,40445,0.909,1.0
la lentille corail cuite est un produit de cuisine qui peut etre prepare pour des plats comme les poissons grilles ou les poissonnets elle est souvent utilisee dans le domaine du vinification et du vins,40446,0.401,1.0
les lentilles corales sont tres resistantes aux conditions meteorologiques et aux humains,40447,0.909,1.0
la lentille verte cuite est un produit de cuisine qui peut etre prepare pour une variete d atmospheres et de plats elle peut etre utilisee dans divers types de cuissons comme les repas a l,40448,0.401,1.0
la lentille verte seiche la lentille verte seiche explication seiche est un terme anglais qui signifie saigner ou se deshydrater ce qui correspond a l idee que,40449,0.909,1.0
bouillon est une forme plus specifique de levure alimentaire le bouillon est un type d alimentation qui peut etre utilise pour preparer des plats varies il est generalement compose de plusieurs ingr,33231,5.92,1.0
le verre est leve par des produits chimiques ou des poudres reponse le verre est leve par des produits chimiques ou des poudres la reponse correcte est le verre est,39641,5.61,1.0
levure de boulanger compresseee est un type de levure utilisee dans le boulanger pour preparer des plats elle est souvent utilisee avec des ingredients comme du sucre d autres lev,39642,5.71,1.0
levure de boulanger hydratee est un produit alimentaire qui peut etre utilise pour preparer des plats comme les pates les riz et les sauces il est generalement conserve sous forme de,39643,5.61,1.0
lfo light fuel oil est disponible dans les classes rma et rmd pour des applications maritimes explication lfo light fuel oil est un type d hydrocarbures de carbone utilise pour l energie maritime,13949,3.84,0.05
les lichen de mer les piocas ou les goemon roux sont souvent rechauffes ou dehydrates pour etre utilises dans diverses applications explication les lichens de mer les pioc,39644,6.58,1.0
les lieux sont rempl,33990,2.94,1.0
chocolat cafe fraichement frais explication la phrase mentionne trois types de chocolats differents liegeois viennais et vanille elle parle des cafes qui sont generalement des sucr,34000,5.45,1.0
le lieu est jaune et connexe avec colin explication jaune indique que le lieu est rouge bleu vert orange ou violet,33813,11.0,1.0
le lieu nocturne ou les animaux vivent dans leur nature biologique la reponse est correcte elle conserve le,28566,2.1,1.0
le terme lieu noir cru se refere generalement a un lieu ou un endroit qui est tres sombre et a une atmosphere d obscurite c est souvent utilise pour designer des lieux prof,33816,5.94,1.0
le restaurant situe dans un endroit noir est cuit la reponse est correcte la phrase lieu noir cuit ne contient pas d amb,33854,7.23,1.0
le lieu noir est un genre de spectacle ou d uvre qui se deroule dans un endroit noir souvent avec des elements sombres et inquietants il peut etre realise par diverses techniques comme l utilisation de lumiere,41680,4.35,1.0
le lieu noir est un genre de spectacle qui se deroule dans un endroit noir souvent avec des elements de noir comme les tenebres ou les sommets il peut etre associe a des scenes d,33775,4.37,1.0
le lieu ou se trouve colin d alaska est cru reponse correcte le lieu ou se trouve colin d alaska est cru explication la phrase lieu ou colin d alaska cru ind,33768,11.0,1.0
le nom de l endroit est alaska mais le nom du personnage est colin d fume il fume dans ce lieu reponse en anglais the name of the place is alaska but the name of the character,33882,10.9,1.0
lignite est inferieur a tonnes tonnes kg re,12953,1863.0,0.2
limande crue est un fruit de la famille des rutaceae elle est generalement conservee sous forme de creme ou de creme fraiche les limandes sont souvent utilisees comme ingredient dans divers plats,33780,11.0,1.0
limande sole cree est un produit de vegetarienne originale qui a ete concu pour etre facilement prepare et utilisable dans diverses recettes il contient des limones frais et des herbes aromat,33817,11.0,1.0
limande sole cuite a l absolu est un plat rafraichissant et delicieux il s agit d une variete de limaces qui sont cuisees dans des liquides liquides ou sous forme de cr,33855,13.4,1.0
limande sole est un legume qui peut etre prepare avec panee limande sole est une variete de legumes rares qui peuvent etre prepares avec panee pour creer des plats savoureux les lim,41686,13.3,1.0
limande sole panee est un plat de legumes qui peut etre prepare avec des legumes comme les pommes de terre les courges les epinards etc il est souvent ajoute a la cuisine pour sa save,33956,13.5,1.0
limonade est un type de jus ou de sucre qui peut etre ajoute a divers aliments comme des fruits des legumes des fromages etc elle est souvent associee aux boissons chaudes pour son gout sucre,32604,0.572,1.0
limonade sans sucre reponse correcte limonade sans sucre explication la phrase limonade non sucree indique que le produit est un jus de limon sans sucre c,39893,0.512,1.0
limonade sans sucre avec des edulcorants explication la phrase limonade non sucree avec edulcorants,45543,0.493,1.0
limonade sucree est un type de jus de fruits qui est souvent associe a des boissons alcoolisees elle peut etre ajoutee au cafe ou au the pour creer un jus sucre les limonades sont gene,39894,0.512,1.0
limonade sucree avec des ingredients pour edulcorer limonade sucree avec des ingredients pour edulcorer translation sweet lemon with flavor enhancers this,45545,0.493,1.0
le lin brun est un materiau de construction utilise pour des,40454,3.6,1.0
le produit est un grain brun,45546,3.52,1.0
grain of wheat ou pulver grain ou grain ou cereale ou pulver cereale ou graine ou pulver ou cereales,40455,3.6,1.0
langues rouges ou rouges est plus appropriee la langue bleue ou la langue rouge sont des langues qui ont ete utilisees dans les ecoles publiques au debut du xxeme siecle cependant aujourd,33832,11.0,1.0
liqueur est un terme couramment utilise pour designer le liquide ou l eau qui fait partie du corps humain il peut etre utilise dans divers contextes comme dans les boissons alcoolisees les produits d,32571,1.25,1.0
l edition numerique offre une lecture plus rapide que l ecriture traditionnelle liseuse non retroclaire c est a d,27021,38.3,0.5
la liseuse retro eclaireuse est un appareil portable qui permet de lire des livres a haute definition avec une qualite d eclairage exceptionnelle elle offre egalement une fonction de lecture en plein soleil pour les lecteurs,27022,44.9,0.5
listao biologique systeme n est un systeme d information sur les plantes il comprend des informations sur les especes leurs caracteristiques physiques leur distribution geographique etc le systeme est,28572,1.91,1.0
le fruit d une pomme reponse le fruit d un orange reponse le fruit d une pomme reponse le fruit d un orange reponse le fruit d une,40456,0.536,1.0
le fruit de l huile d olive l huile d olive est un type de vegetal qui se de,33053,0.48,1.0
livarot est un produit de vegetarienne originale qui a ete cree par le chef jean luc il est concu pour etre facilement mange et s adapter a differents palais livarot est egalement con,32958,5.49,1.0
livre de g est un livre de reference sur le monde du livre qui aborde des themes comme l histoire du livre les techniques de production et distribution les editions et les formats d edition ainsi que les,20587,1.1,0.45
le logement est concu pour etre facilement construit et livre il comporte des fenetres ouvertes pour un confort d air libre et des portes ouvertes pour faciliter l acces a l espace,20727,436.0,0.5
lotte ou baudroie crue est un produit chimique qui contient des substances toxiques il peut etre utilise pour le traitement de l eczema mais il doit etre utilise avec prudence car il peut avoir des effets,33771,11.0,1.0
une sorte de tissu ouvert qui peut etre utilise pour creer des vetements ou des objets de griffure lotte ou baudrille est un type de tissu ouvert qui peut etre utilise,33872,13.4,1.0
le loup tache avec sa queue un peu dechiree reponse le loup tache avec son dos un peu dechire reponse le loup tache avec ses pattes,33828,11.0,1.0
le lupin conventionnel est un type d animal domestique qui a ete introduit dans les pays du nord est de l afrique subsaharienne il est connu pour son caractere resistant a la chaleur,42145,0.664,1.0
le lupin conventionnel est generalement utilise dans les pays ou il est considere comme un animal domestique reponse en anglais the common lupin is used in countries where it is considered a domesticated animal you are an,43915,0.678,1.0
les lupins sont souvent cultives avec des,33443,1.23,1.0
le lupin hiver est un legume traditionnellement consomme dans les regions hivernales avec une variete moyenne nationale reponse optimisee le lupin hiver est un legume tradition,43913,0.625,1.0
le lupin printemps est un legume traditionnel de saison cultive principalement dans les pays du nord est de l europe il est generalement consomme comme une variete de type de legumes souvent,43911,0.917,1.0
le lupin bleu biologique est un type d animal qui a ete cree par des scientifiques pour etre purifie de toxines et protege contre les maladies il est souvent utilise dans le but de prevenir,44146,1.98,1.0
le lupin hivernal l expression lupin d hiver est un terme couramment utilise dans le monde du jardinage pour designer un type de,42143,0.614,1.0
le lupin de printemps est un type d arbre qui a des feuilles blanches et des racines noires il est souvent utilise pour sa capacite a produire du sucre dans les cultures agricoles les,42141,0.897,1.0
lumiere naturelle synthetique ou lumiere naturelle biologique sont les deux options possibles lorsqu on utilise cette termologie on parle generalement des produits qui produisent du sole,42400,0.255,1.0
systeme lumineux biologique est un systeme lumineux qui utilise des plantes pour produire l energie necessaire a la lumiere il peut etre utilise dans divers contextes notamment dans les installations d interieur ou d,44149,0.262,1.0
lucernaire conventionnel est un type de lampes traditionnelles utilisees dans les salons et les salles de bain elle a ete concue pour eclairer des zones specifiques comme les toilet,42146,0.182,1.0
luzerne offre des produits de conventionnellement hydrates pour les animaux alimentes avec des ingredients naturels reponse luzerne propose des produits de conventionnellement hydrates pour les anim,43918,0.181,1.0
luzerne conventionnel alimentaire la reponse est correcte elle conserve le sens original du nom de produit tout en simplifiant significativement la phrase la luzerne conventionnelle est un type d equipement alimentaire utilise,43919,0.249,1.0
luzerne est un service d association qui propose des produits de culture biologique reponse correcte luzerne est une entreprise specialisee dans le secteur de la culture biologique reponse incorrect,28702,0.101,1.0
un centre de culture bi,28461,0.203,1.0
une lumiere hydratee conventionnelle la luzerne deshydree conventionnelle est un produit de sante qui utilise des sols refractaires pour absorber les energies lumineuses il est generalement utilise dans les,43917,0.551,1.0
processus de dehydratation conviviale base sur l energie biologique l objectif est d utiliser une technique de dehydration conviviale basee sur l energie biologique pour produire du,43916,0.26,1.0
la lumiere eclairee par l eco lumiere a haute qualite reponse correcte lumieres d energie renouvelable pour les entreprises reponse incorrecte lumieres electri,28435,0.146,1.0
luzerne graine est un nom de marque de produits d electricite il s agit d une entreprise specialisee dans le fourniture de lampes electriques pour les graines les lampes sont concues,40458,3.52,1.0
la luzerne graine germee est un produit agricole qui peut etre utilise pour nourrir les plantes cependant il est important de respecter les normes de production et de conservation pour garantir l effic,40459,3.52,1.0
une lumiere moyenne est un appareil de refrigerateur ou d electricite qui permet de refrigerer ou d essayer d essayer d essayer d essayer d essayer d,42148,0.222,1.0
une lumiereneuse moyenne nationale reponse correcte une lumiereneuse moyenne nationale explication la phrase luzerne moyenne conventionnelle nationale est deja claire et sans ambiguite,43920,0.229,1.0
luzerne prairie permanente biologique offre un environnement,28741,0.105,1.0
le macarons fourres avec la confiture ou la creme macarons fourres avec la confiture ou la creme sont des desserts delicieux qui peuvent etre prepares a l aide d une machine a four,33135,7.33,1.0
macron sec est un type de creme glacee ou de creme a base de sucre elle peut etre utilisee pour realiser des desserts comme les cremes glacees les cremes au chocolat etc elle,32648,2.59,1.0
le macein de legumes frais et epice reponse correcte le macein de legumes frais et epice explication macein signifie legume,40460,0.914,1.0
le macein de legumes frais prepare avec des oignons et d autres legumes,33369,1.12,1.0
le macein de legumes est un produit frais qui peut etre transforme en diverses formes c est un aliments riche en vitamines et mineraux mais il doit etre prepare avec des legumes frais,33415,0.651,1.0
mandarine orange et melon frais explication la phrase mandarine orange et melon frais est une repetition de,40464,1.16,1.0
mandarine orange pomme et melon avec du jus de citron leger reponse mandarine orange pomme et melon avec du jus de citron leger reponse,40462,1.04,1.0
le melange d orange citron et pomme avec du jus de citron est un,33023,1.35,1.0
un melange de fruits frais sucre et sirop leger le melange est non egoutte,33024,0.69,1.0
maceine cocktail ou salade de fruits avec un sirop appetissant reponse maceine cocktail ou salade de fruits avec un sirop appetissant explication la phrase a ete,33021,1.47,1.0
une variete de fruits frais sucre et sirop ajoutent un gout unique a l atmosphere culinaire re,33022,0.69,1.0
mache crue est un terme utilise pour designer quelque chose qui a ete transforme ou reduit a sa base naturelle c est souvent utilise dans le domaine des produits alimentaires comme les fromages les sucreux,40466,0.948,1.0
la machine est equipee d un tapis a cafe pour servir des boissons et d une porte dosette pour acceder aux zones inferieures du cabinet reponse correcte la machine est equipee d un,28304,22.5,0.5
machine a cafe expresso est un nom de produit il s agit d une machine qui peut produire des cafees a partir de l eau et du sucre elle est souvent utilisee dans les restaurants ou les cafes pour,28305,47.6,0.5
machine a cafe avec un filtrateur reponse machine a cafe avec un filtrateur est une bonne traduction de machine a cafe filtre elle indique que le produit contient un appareil pour filtrer les,28303,31.9,0.5
machine a pain est un nom de produit c est un equipement utilise pour produire des pains il peut etre utilise dans divers contextes comme le restaurant ou l hotel les pains sont generalement prepares avec,26992,53.1,0.5
machines sont des appareils ou des systemes qui produisent des produits ou des services ils peuvent etre utilises pour effectuer diverses taches comme le fabrication d objets l exploitation de ressources la,20906,5.5,0.5
edition est un terme utilise pour designer une version ou une reedition d un livre d une serie d un document etc c est generalement utilise dans le contexte litteraire ou scientifique par exemple,43341,106.0,0.8
madeleine chocolate preemballe est un nom de produit il s agit d une creme glacee ou de sucre au chocolat prepare pour servir avec des gateaux prepares a la main la,33194,9.23,1.0
la phrase courte est madeleine ordinaire prepare chaque matin explication cette phrase decrivant madeleine comme ordinaire signifie qu elle est habituelle ou reguliere elle prepare chaque matin,33195,1.66,1.0
la pate de made,33193,5.21,1.0
maintenance multitechnique signifie l entretien et le maintien continu des systemes ou installations complexes souvent lies a des technologies avancees elle implique des operations complexes des connaissances techniques avanc,20927,215.0,0.33
la consommation de grain conventionnel d humidite moyenne est un facteur important dans l alimentation animale reponse optimisee le grain conventionnel d humidite moyenne joue un role,43921,0.356,1.0
le grain conventionnel d humidite moyenne est utilise pour nourrir les animaux you are an ai assistant,43922,0.356,1.0
mais grain scenario de base est un terme utilise pour designer un type d objet ou de contenu dans les jeux video il s agit generalement d un type de contenu qui peut etre utilise comme base pour creer des scenarios,43925,0.371,1.0
un systeme culturel intermediaire est un outil qui aide a comprendre les relations entre differentes,43923,0.355,1.0
le levier,43924,0.34,1.0
l amour profond reponse,40467,1.33,1.0
la satisfaction,33373,1.24,1.0
mais doux en episodes reponse mais doux en episodes est une bonne traduction de mais doux en epis elle conserve le sens original du terme en utilisant un verbe plus,40468,1.46,1.0
le pain cuit est doux re,33368,1.24,1.0
l amour est present dans l epis,45572,0.992,1.0
le son est doux explication la phrase mais doux surgele semble etre un mot ou un expression qui fait reference a quelque chose d un peu doux,33326,0.811,1.0
le produit est un vin rouge doux avec une note de fra,45573,0.852,1.0
